Extra_feature_col,RMSE Score,MAE Score,Best config
location_ft + link_ft + weather_ft,137.9707049571197,92.06578612496743,"{'input_feature_num': 20, 'output_feature_num': 1, 'past_seq_len': 50, 'future_seq_len': 1, 'lstm_hidden_dim': 16, 'lstm_layer_num': 2, 'lr': 0.0032694679173427095, 'dropout': 0.014938069001870424, 'teacher_forcing': True, 'selected_features': ['lat', 'long', '20223', 'GL1', '1255', '1405', '1404', '1403', 'GL2', '1271', '1253', '1401', 'GL3', '1283', '1258', '1256', 'rhum', 'sun', 'vis'], 'batch_size': 128}"
link_ft,140.560843623758,95.6136061891847,"{'input_feature_num': 15, 'output_feature_num': 1, 'past_seq_len': 50, 'future_seq_len': 1, 'lstm_hidden_dim': 16, 'lstm_layer_num': 2, 'lr': 0.003241946367179435, 'dropout': 0.22053832756668498, 'teacher_forcing': True, 'selected_features': ['20223', 'GL1', '1255', '1405', '1404', '1403', 'GL2', '1271', '1253', '1401', 'GL3', '1283', '1258', '1256'], 'batch_size': 128}"
None,141.33371861061931,92.56107331489955,"{'input_feature_num': 1, 'output_feature_num': 1, 'past_seq_len': 50, 'future_seq_len': 1, 'lstm_hidden_dim': 16, 'lstm_layer_num': 2, 'lr': 0.0026601628803195727, 'dropout': 0.22093611809926436, 'teacher_forcing': True, 'selected_features': [], 'batch_size': 128}"
location_ft + link_ft,145.884679835032,100.00285259824662,"{'input_feature_num': 17, 'output_feature_num': 1, 'past_seq_len': 50, 'future_seq_len': 1, 'lstm_hidden_dim': 16, 'lstm_layer_num': 2, 'lr': 0.0015895949425676834, 'dropout': 0.16771301746779355, 'teacher_forcing': True, 'selected_features': ['lat', 'long', '20223', 'GL1', '1255', '1405', '1404', '1403', 'GL2', '1271', '1253', '1401', 'GL3', '1283', '1258', '1256'], 'batch_size': 128}"
link_ft + weather_ft,151.9514585893287,102.02515482851031,"{'input_feature_num': 18, 'output_feature_num': 1, 'past_seq_len': 50, 'future_seq_len': 1, 'lstm_hidden_dim': 16, 'lstm_layer_num': 2, 'lr': 0.0010317672797525474, 'dropout': 0.1603655969003263, 'teacher_forcing': True, 'selected_features': ['20223', 'GL1', '1255', '1405', '1404', '1403', 'GL2', '1271', '1253', '1401', 'GL3', '1283', '1258', '1256', 'rhum', 'sun', 'vis'], 'batch_size': 128}"
location_ft + weather_ft,153.11169077893283,102.67184774565153,"{'input_feature_num': 6, 'output_feature_num': 1, 'past_seq_len': 50, 'future_seq_len': 1, 'lstm_hidden_dim': 16, 'lstm_layer_num': 2, 'lr': 0.001730512862329031, 'dropout': 0.060157817713837256, 'teacher_forcing': True, 'selected_features': ['lat', 'long', 'rhum', 'sun', 'vis'], 'batch_size': 128}"
location_ft,157.12283427194527,102.100131779486,"{'input_feature_num': 3, 'output_feature_num': 1, 'past_seq_len': 50, 'future_seq_len': 1, 'lstm_hidden_dim': 16, 'lstm_layer_num': 2, 'lr': 0.0012118802669157918, 'dropout': 0.26137645736314186, 'teacher_forcing': True, 'selected_features': ['lat', 'long'], 'batch_size': 128}"
weather_ft,165.87391345598556,110.09112813022466,"{'input_feature_num': 4, 'output_feature_num': 1, 'past_seq_len': 50, 'future_seq_len': 1, 'lstm_hidden_dim': 16, 'lstm_layer_num': 2, 'lr': 0.0029895141308565808, 'dropout': 0.0363694584986037, 'teacher_forcing': True, 'selected_features': ['rhum', 'sun', 'vis'], 'batch_size': 128}"
