Extra_feature_col,RMSE Score,MAE Score
location_ft + link_ft + weather_ft,124.48108640600813,77.51618557863696
weather_ft,127.12324208017053,77.14654275538138
location_ft,127.76768792888403,78.85801252198591
location_ft + weather_ft,128.2513926829981,78.3197988116896
link_ft,129.6374333607528,77.55923534724423
location_ft + link_ft,131.2434035252614,81.22683668820974
link_ft + weather_ft,131.944693995852,81.17474394767736
None,148.06066500637326,102.5739465210568
